"","fixed.acidity","volatile.acidity","citric.acid","chlorides","total.sulfur.dioxide","density","sulphates","alcohol","value"
"1",-0.528194370248712,0.961575849761548,-1.39103710258264,-0.243630468705684,-0.37901411729367,0.558099865353179,-0.57902537856688,-0.959945795360623,"srednia"
"2",-0.298454064766851,1.96682714765076,-1.39103710258264,0.223805180496855,0.624167961720932,0.0282519293458652,0.128910072174887,-0.584594225308564,"srednia"
"3",-0.298454064766851,1.29665961572462,-1.18569949248043,0.0963227307143442,0.228975021503058,0.134221516547316,-0.0480737905105545,-0.584594225308564,"srednia"
"4",1.65433853182897,-1.38401051197995,1.48368943884827,-0.264877543669435,0.411371763142077,0.66406945255463,-0.461036136776586,-0.584594225308564,"srednia"
"5",-0.528194370248712,0.961575849761548,-1.39103710258264,-0.243630468705684,-0.37901411729367,0.558099865353179,-0.57902537856688,-0.959945795360623,"srednia"
"6",-0.528194370248712,0.738186672452834,-1.39103710258264,-0.264877543669435,-0.196617375654652,0.558099865353179,-0.57902537856688,-0.959945795360623,"srednia"
"7",-0.241018988396386,0.403102906489763,-1.08303068742933,-0.392359993451946,0.38097230620224,-0.183687245057096,-1.16897158751835,-0.959945795360623,"srednia"
"8",-0.585629446619177,0.682339378125656,-1.39103710258264,-0.477348293306953,-0.774207057511544,-1.13741352987021,-1.10997696662321,-0.396918440282535,"wysoka"
"9",-0.298454064766851,0.291408317835406,-1.28836829753154,-0.307371693596939,-0.865405428331053,0.0282519293458652,-0.520030757671733,-0.866107902847608,"wysoka"
"10",-0.470759293878247,-0.155370036782022,0.457001388337232,-0.349865843524442,1.68814895461521,0.558099865353179,0.836845522916654,0.0722710222825376,"srednia"
"11",-0.930239904841969,0.291408317835406,-0.980361882378226,0.202558105533103,0.563369047841259,-0.448611213060723,-0.697014620357174,-1.14762158038665,"srednia"
"12",-0.470759293878247,-0.155370036782022,0.457001388337232,-0.349865843524442,1.68814895461521,0.558099865353179,0.836845522916654,0.0722710222825376,"srednia"
"13",-1.56202574491709,0.486873847980531,-1.39103710258264,0.0325815058230889,0.38097230620224,-1.29636791067245,-0.815003862147469,-0.49075633279555,"srednia"
"14",-0.298454064766851,0.458950200816941,0.0976605706583671,0.563758379916883,-0.531011401992853,0.346160690950218,5.32043671094785,-1.24145947289967,"srednia"
"15",0.333331775308267,0.51479749514412,-0.467017857122705,1.88107702766949,2.99532560302817,0.981978214159042,1.30880249007783,-1.14762158038665,"srednia"
"16",0.333331775308267,0.51479749514412,-0.415683454597153,1.75359457788698,3.08652397384768,0.981978214159042,1.60377559455357,-1.14762158038665,"srednia"
"17",0.103591469826405,-1.38401051197995,1.48368943884827,0.0963227307143442,1.71854841155504,0.0812367229465907,0.541872418440918,0.0722710222825376,"wysoka"
"18",-0.126148835655456,0.179713729181049,0.0463261681328153,5.96051542070982,0.289773935382731,0.0282519293458652,3.66858732588372,-1.05378368787364,"srednia"
"19",-0.528194370248712,0.347255612162584,-0.980361882378226,-0.0311597190681663,-0.531011401992853,0.346160690950218,-0.932993103937763,-1.33529736541268,"niska"
"20",-0.241018988396386,-1.16062133467124,1.22701742622051,5.38684439668853,0.289773935382731,0.0812367229465907,2.48869490798078,-1.14762158038665,"srednia"
"21",0.333331775308267,-1.71909427794302,1.07301421864386,-0.222383393741932,0.411371763142077,0.0282519293458652,-0.756009241252321,-0.959945795360623,"srednia"
"22",-0.413324217507782,-0.769690274380986,0.200329375709471,-0.116148018923173,0.745765789480277,0.770039039756081,-0.0480737905105545,-0.67843211782158,"srednia"
"23",-0.241018988396386,-0.546301097072272,-0.313014649546049,0.393781780206869,-0.287815746474161,-0.0777176578555858,1.48578635276327,-0.866107902847608,"srednia"
"24",0.103591469826405,-0.211217331109201,-0.82635867480157,-0.0736538689956696,0.624167961720932,0.0282519293458652,-0.756009241252321,-0.959945795360623,"srednia"
"25",-0.815369752101038,-0.713842980053807,-0.672355467224914,-0.0524067940319178,-0.196617375654652,0.0282519293458652,-0.166063032300849,-0.67843211782158,"srednia"
"26",-1.15998021032383,-0.769690274380986,-0.56968666217381,-0.158642168850677,-0.713408143631871,-0.660550387463625,-0.57902537856688,-1.05378368787364,"srednia"
"27",-0.413324217507782,-0.657995685726629,-0.159011441969393,-0.158642168850677,-1.07820162690991,-0.289656832258547,-0.402041515881438,-0.866107902847608,"srednia"
"28",-0.241018988396386,-0.546301097072272,-0.313014649546049,0.393781780206869,-0.287815746474161,-0.0777176578555858,1.48578635276327,-0.866107902847608,"srednia"
"29",-0.700499599360108,1.01742314408873,-1.39103710258264,-0.158642168850677,-0.348614660353834,0.240191103748767,-0.638019999462027,-0.959945795360623,"srednia"
"30",-0.298454064766851,0.654415730962066,-1.39103710258264,-0.116148018923173,-0.926204342210726,-0.183687245057096,-0.402041515881438,-0.584594225308564,"srednia"
"31",-0.930239904841969,0.821957613943602,-1.03169628490378,0.0325815058230889,1.08015981581848,-0.501596006661449,-0.697014620357174,-0.303080547769521,"srednia"
"32",-0.815369752101038,0.877804908270781,-1.39103710258264,0.372534705243117,-0.287815746474161,-0.0777176578555858,-0.520030757671733,0.166108914795552,"srednia"
"33",-0.0112786829145246,0.710263025289245,-0.775024272276018,-0.0949009439594213,2.02254298095341,-0.0777176578555858,0.0109208303845928,-0.584594225308564,"srednia"
"34",-0.815369752101038,0.431026553653352,-0.775024272276018,-0.307371693596939,1.11055927275831,1.35287176936412,-0.815003862147469,-0.959945795360623,"srednia"
"35",-1.79176605039895,-1.16062133467124,-0.107677039443841,0.330040555315613,0.107377193743712,-0.554580800262174,-0.638019999462027,-1.14762158038665,"srednia"
"36",-0.298454064766851,0.654415730962066,-1.39103710258264,-0.0311597190681663,-0.865405428331053,0.981978214159042,-0.638019999462027,-0.772270010334594,"srednia"
"37",-0.298454064766851,0.403102906489763,-0.672355467224914,-0.0311597190681663,-0.956603799150563,0.399145484551003,-0.343046894986291,0.353784699821582,"srednia"
"38",-0.126148835655456,-0.825537568708164,0.0463261681328153,-0.456101218343201,-0.500611945053016,0.0282519293458652,0.423883176650623,-0.67843211782158,"wysoka"
"39",-1.50459066854662,3.36300950583022,-0.929027479852674,1.79608872781448,-0.835005971391217,-1.45532229147463,-1.05098234572806,-0.584594225308564,"niska"
"40",-0.585629446619177,-0.434606508417915,0.457001388337232,-0.286124618633187,1.23215710051766,0.558099865353179,1.0138293856021,0.0722710222825376,"srednia"
"41",-0.585629446619177,-0.434606508417915,0.457001388337232,-0.286124618633187,1.23215710051766,0.558099865353179,1.0138293856021,0.0722710222825376,"srednia"
"42",0.275896698937801,0.458950200816941,0.148994973183919,0.0113344308593372,-0.0142206340156333,0.452130278151728,-0.873998483042616,-1.05378368787364,"niska"
"43",-0.470759293878247,-0.211217331109201,-0.364349052071601,5.19562072201476,-0.987003256090399,0.0282519293458652,1.42679173186813,0.0722710222825376,"srednia"
"44",-0.126148835655456,0.738186672452834,-0.261680247020497,-0.392359993451946,-0.713408143631871,0.0282519293458652,3.19663035872254,-0.115404762743491,"srednia"
"45",-0.872804828471503,0.794033966780013,-1.28836829753154,-0.796054417763229,-1.07820162690991,-0.289656832258547,-0.815003862147469,-0.866107902847608,"srednia"
"46",-2.13637650862174,-0.043675448127665,-0.621021064699362,-0.711066117908222,0.563369047841259,-1.77323105307904,-0.57902537856688,2.51205622762092,"niska"
"47",-0.355889141137316,2.27398726645024,0.816342206016096,0.563758379916883,2.05294243789324,0.134221516547316,0.423883176650623,-1.14762158038665,"srednia"
"48",0.218461622567335,-1.32816321765277,1.27835182874606,0.542511304953131,-0.287815746474161,0.0812367229465907,-0.461036136776586,-0.866107902847608,"srednia"
"49",-1.10254513395336,-0.713842980053807,-0.210345844494945,-0.456101218343201,-1.04780216997007,-0.501596006661449,-0.57902537856688,-1.14762158038665,"srednia"
"50",-1.56202574491709,-1.21646862899841,0.508335790862784,-0.286124618633187,1.50575221297619,-0.713535181064409,-0.461036136776586,-1.14762158038665,"srednia"
"51",0.275896698937801,0.738186672452834,-0.0563426369182889,-0.286124618633187,-0.713408143631871,0.187206310148042,0.482877797545771,-1.14762158038665,"srednia"
"52",-0.987674981212434,-0.043675448127665,-1.18569949248043,-0.392359993451946,-0.956603799150563,-0.6075655938629,-0.166063032300849,-0.959945795360623,"srednia"
"53",-0.987674981212434,-0.155370036782022,-1.18569949248043,-0.413607068415697,-0.987003256090399,-0.660550387463625,-0.107068411405702,-0.959945795360623,"srednia"
"54",0.16102654619687,-0.825537568708164,0.457001388337232,-0.137395093886925,2.20493972259243,0.134221516547316,-0.57902537856688,-0.959945795360623,"srednia"
"55",-0.413324217507782,-0.0995227424548435,-0.621021064699362,0.478770080061876,0.80656470335995,-0.660550387463625,-0.166063032300849,-0.209242655256507,"srednia"
"56",-0.355889141137316,0.51479749514412,-1.18569949248043,-0.0736538689956696,-0.0446200909554697,0.558099865353179,-0.756009241252321,-0.866107902847608,"srednia"
"57",1.07998776812431,-0.60214839139945,1.53502384137382,-0.371112918488194,-1.10860108384974,0.187206310148042,-0.166063032300849,-0.772270010334594,"srednia"
"58",-0.470759293878247,0.570644789471299,-0.775024272276018,0.500017155025627,1.9313446101339,0.823023833356807,0.659861660231213,-0.959945795360623,"srednia"
"59",-0.298454064766851,0.347255612162584,-0.467017857122705,-0.243630468705684,0.228975021503058,0.399145484551003,-0.402041515881438,-0.396918440282535,"srednia"
"60",-0.585629446619177,-0.769690274380986,0.200329375709471,-0.286124618633187,-0.0142206340156333,-0.289656832258547,-0.697014620357174,-0.959945795360623,"srednia"
"61",0.275896698937801,-0.713842980053807,0.66233899843944,-0.179889243814428,0.168176107623385,0.66406945255463,-0.107068411405702,-1.14762158038665,"srednia"
"62",-0.355889141137316,0.905728555434369,1.12434862116941,0.585005454880634,1.99214352401357,0.0282519293458652,0.305893934860329,-1.05378368787364,"srednia"
"63",-0.470759293878247,-0.043675448127665,-0.56968666217381,-0.0524067940319178,-0.348614660353834,0.0282519293458652,-0.225057653195996,-0.866107902847608,"wysoka"
"64",-0.757934675730573,1.15704137990667,-1.13436508995488,-0.137395093886925,0.228975021503058,-0.0777176578555858,-0.520030757671733,-0.584594225308564,"srednia"
"65",-0.643064522989642,1.10119408557949,-1.13436508995488,-0.0311597190681663,-1.07820162690991,-0.289656832258547,-1.58193393378438,0.447622592334596,"srednia"
"66",-0.643064522989642,1.10119408557949,-1.13436508995488,-0.0311597190681663,-1.07820162690991,-0.289656832258547,-1.58193393378438,0.447622592334596,"srednia"
"67",-0.470759293878247,-0.043675448127665,-0.82635867480157,-0.179889243814428,-0.227016832594488,0.0282519293458652,-0.461036136776586,-0.772270010334594,"srednia"
"68",-0.987674981212434,0.989499496925137,-1.03169628490378,-0.243630468705684,-0.956603799150563,-0.289656832258547,-0.461036136776586,0.259946807308566,"srednia"
"69",0.563072080790128,-1.16062133467124,1.53502384137382,-0.286124618633187,0.563369047841259,0.0812367229465907,0.777850902021507,0.259946807308566,"srednia"
"70",-0.183583912025921,0.989499496925137,-1.13436508995488,-0.286124618633187,-0.835005971391217,-0.289656832258547,1.72176483634386,0.0722710222825376,"srednia"
"71",-0.355889141137316,0.570644789471299,-0.980361882378226,-0.243630468705684,-0.591810315872525,-0.0247328642548603,-0.697014620357174,-0.866107902847608,"srednia"
"72",-0.355889141137316,0.794033966780013,-0.210345844494945,0.0113344308593372,1.50575221297619,-0.289656832258547,-1.05098234572806,-0.866107902847608,"srednia"
"73",-0.355889141137316,0.905728555434369,-0.261680247020497,-0.0736538689956696,1.44495329909652,-0.342641625859272,-1.05098234572806,-0.866107902847608,"srednia"
"74",-0.0112786829145246,0.821957613943602,-0.0563426369182889,-0.0736538689956696,-0.105419004835143,0.452130278151728,-0.756009241252321,-1.14762158038665,"niska"
"75",0.792812386271988,-1.16062133467124,1.38102063379717,0.138816880641848,1.11055927275831,0.876008626957532,0.954834764706948,-0.772270010334594,"srednia"
"76",0.275896698937801,-0.657995685726629,1.89436465905269,0.117569805678096,-0.135818461774979,0.981978214159042,0.0109208303845928,0.0722710222825376,"srednia"
"77",0.275896698937801,-0.657995685726629,1.89436465905269,0.117569805678096,-0.135818461774979,0.981978214159042,0.0109208303845928,0.0722710222825376,"srednia"
"78",-0.872804828471503,1.43627785154257,-1.39103710258264,0.351287630279365,-0.500611945053016,-0.0777176578555858,-0.638019999462027,0.259946807308566,"srednia"
"79",-0.930239904841969,1.24081232139744,-0.775024272276018,-0.0311597190681663,1.01936090193881,-0.501596006661449,-0.815003862147469,-0.303080547769521,"srednia"
"80",-0.0112786829145246,0.542721142307709,-0.364349052071601,-0.158642168850677,2.20493972259243,0.240191103748767,2.72467339156137,-1.24145947289967,"niska"
"81",-1.21741528669429,-0.434606508417915,-0.364349052071601,-0.392359993451946,-0.956603799150563,-0.501596006661449,-0.57902537856688,-1.14762158038665,"srednia"
"82",-0.298454064766851,-0.546301097072272,2.202371074206,8.00023461722999,0.624167961720932,0.346160690950218,3.66858732588372,-0.959945795360623,"srednia"
"83",-0.528194370248712,-0.155370036782022,1.0216798161183,-0.0311597190681663,0.80656470335995,0.134221516547316,-0.520030757671733,-1.24145947289967,"srednia"
"84",-0.585629446619177,0.794033966780013,-0.0563426369182889,6.66166889451363,0.137776650683549,0.0812367229465907,2.84266263335166,-0.959945795360623,"srednia"
"85",-1.15998021032383,-1.27231592332559,1.07301421864386,-0.392359993451946,0.441771220081913,-0.448611213060723,0.71885628112636,-0.115404762743491,"srednia"
